************************************************************************
Output generated by SingleCrystal 4 for Windows
Copyright (c) 1996-2023 CrystalMaker Software Limited (crystalmaker.com)
************************************************************************
This file looks best in a non-proportional font, e.g., Courier

ref no.   h   k   l   d(hkl)   F(Re)         F(Im)        Phase     |F|

[ 138]  -14   2  -2   0.8356   1.36826e+01   1.25300e-14    0.000   1.36826e+01
[ 139]  -14   2  -1   0.8418  -5.32907e-15  -7.94975e-16  180.000   5.38804e-15
[ 140]  -14   2   0   0.8439   2.72124e+01   2.25770e-14    0.000   2.72124e+01
[ 141]  -14   2   1   0.8417  -5.32907e-15   2.72947e-15  180.000   5.98740e-15
[ 142]  -14   2   2   0.8355   1.36751e+01   7.56070e-15    0.000   1.36751e+01
[ 143]  -14   2   3   0.8255  -4.44089e-15  -4.24667e-15  180.000   6.14457e-15
[ 144]  -14   2   4   0.8120   2.10754e+01   1.10165e-14    0.000   2.10754e+01
[ 145]  -14   2   5   0.7956  -5.32907e-15   5.26848e-15  180.000   7.49373e-15
[ 146]  -14   2   6   0.7769   8.54393e+00   3.91720e-15    0.000   8.54393e+00
[ 147]  -14   3  -5   0.7871  -3.55271e-15  -1.11782e-14  180.000   1.17292e-14
[ 148]  -14   3  -4   0.8029  -4.44089e-16  -6.47565e-15  180.000   6.49086e-15
[ 149]  -14   3  -3   0.8159  -2.22045e-15   2.98372e-16  180.000   2.24040e-15
[ 150]  -14   3  -2   0.8256   0.00000e+00   3.21351e-15    0.000   3.21351e-15
[ 151]  -14   3  -1   0.8315  -3.99680e-15  -1.58667e-14  180.000   1.63624e-14
[ 152]  -14   3   0   0.8335   0.00000e+00  -1.73637e-14    0.000   1.73637e-14
[ 153]  -14   3   1   0.8315  -3.10862e-15  -6.57460e-16  180.000   3.17739e-15
[ 154]  -14   3   2   0.8255  -8.88178e-16  -4.87635e-15  180.000   4.95658e-15
[ 155]  -14   3   3   0.8158  -4.44089e-15  -1.52991e-14  180.000   1.59306e-14
[ 156]  -14   3   4   0.8028   0.00000e+00  -3.39024e-15    0.000   3.39024e-15
[ 157]  -14   3   5   0.7869  -3.33067e-15  -5.64580e-15  180.000   6.55503e-15
[ 158]  -14   4  -5   0.7754  -3.99680e-15  -1.28629e-14  180.000   1.34695e-14
[ 159]  -14   4  -4   0.7905   1.53437e+01   1.45280e-14    0.000   1.53437e+01
[ 160]  -14   4  -3   0.8029  -2.22045e-15   1.10855e-14  180.000   1.13057e-14
[ 161]  -14   4  -2   0.8121   1.11948e+01   8.02380e-15    0.000   1.11948e+01
[ 162]  -14   4  -1   0.8178  -3.55271e-15  -1.47292e-14  180.000   1.51516e-14
[ 163]  -14   4   0   0.8197   1.95894e+01   1.02758e-14    0.000   1.95894e+01
[ 164]  -14   4   1   0.8178  -5.32907e-15   9.53364e-15  180.000   1.09220e-14
[ 165]  -14   4   2   0.8121   1.11885e+01   5.30914e-15    0.000   1.11885e+01
[ 166]  -14   4   3   0.8028  -3.99680e-15  -3.68414e-15  180.000   5.43574e-15
[ 167]  -14   4   4   0.7904   1.53240e+01   5.29801e-15    0.000   1.53240e+01
[ 168]  -14   4   5   0.7753  -4.88498e-15   3.48530e-15  180.000   6.00086e-15
[ 169]  -14   5  -4   0.7754   8.88178e-16   6.37006e-15    0.000   6.43168e-15
[ 170]  -14   5  -3   0.7871  -2.66454e-15   5.14350e-15  180.000   5.79269e-15
[ 171]  -14   5  -2   0.7958  -4.44089e-16  -3.58053e-15  180.000   3.60796e-15
[ 172]  -14   5  -1   0.8011  -2.66454e-15  -7.65835e-15  180.000   8.10864e-15
[ 173]  -14   5   0   0.8029   8.88178e-16   4.50822e-15    0.000   4.59488e-15
[ 174]  -14   5   1   0.8011  -5.10703e-15   7.10596e-15  180.000   8.75079e-15
[ 175]  -14   5   2   0.7957   4.44089e-16   2.82179e-15    0.000   2.85652e-15
[ 176]  -14   5   3   0.7870  -3.55271e-15  -6.37377e-15  180.000   7.29703e-15
[ 177]  -14   5   4   0.7753   4.44089e-16   5.39597e-15    0.000   5.41422e-15
[ 178]  -14   6  -2   0.7770   8.86643e+00   5.33969e-15    0.000   8.86643e+00
[ 179]  -14   6  -1   0.7820  -4.44089e-15  -5.87692e-15  180.000   7.36612e-15
[ 180]  -14   6   0   0.7837   1.66691e+01   9.74862e-15    0.000   1.66691e+01
[ 181]  -14   6   1   0.7820  -5.32907e-15   6.55054e-15  180.000   8.44444e-15
[ 182]  -14   6   2   0.7770   8.86028e+00   4.55895e-15    0.000   8.86028e+00
[ 183]  -13  -8  -2   0.7752   8.88178e-16  -4.81507e-15    0.000   4.89630e-15
[ 184]  -13  -8  -1   0.7802  -3.99680e-15   2.17144e-14  180.000   2.20792e-14
[ 185]  -13  -8   0   0.7818   1.33227e-15   1.71919e-14    0.000   1.72434e-14
[ 186]  -13  -8   1   0.7801  -4.44089e-16   1.21478e-14  180.000   1.21559e-14
[ 187]  -13  -8   2   0.7752   8.88178e-16  -5.41201e-15    0.000   5.48441e-15
[ 188]  -13  -7  -4   0.7802  -1.05397e+00   2.12807e-16  180.000   1.05397e+00
[ 189]  -13  -7  -3   0.7921  -8.88178e-16  -1.17528e-16  180.000   8.95921e-16
[ 190]  -13  -7  -2   0.8010  -1.44349e+00   7.95379e-15  180.000   1.44349e+00
[ 191]  -13  -7  -1   0.8064  -8.88178e-16   1.55427e-14  180.000   1.55681e-14
[ 192]  -13  -7   0   0.8082  -1.55196e+00   1.42125e-14  180.000   1.55196e+00
[ 193]  -13  -7   1   0.8064  -5.32907e-15  -1.59378e-16  180.000   5.33145e-15
[ 194]  -13  -7   2   0.8009  -1.44294e+00  -3.74223e-15  180.000   1.44294e+00
[ 195]  -13  -7   3   0.7921  -4.44089e-15   1.32280e-14  180.000   1.39535e-14
[ 196]  -13  -7   4   0.7802  -1.05318e+00   1.42294e-15  180.000   1.05318e+00
[ 197]  -13  -6  -5   0.7870  -3.10862e-15  -4.14529e-15  180.000   5.18141e-15
[ 198]  -13  -6  -4   0.8028   8.88178e-16  -1.18108e-14    0.000   1.18441e-14
[ 199]  -13  -6  -3   0.8158   3.55271e-15   1.73693e-14    0.000   1.77290e-14
[ 200]  -13  -6  -2   0.8255   0.00000e+00  -2.26415e-15    0.000   2.26415e-15
[ 201]  -13  -6  -1   0.8314  -2.66454e-15   2.62941e-15  180.000   3.74346e-15
[ 202]  -13  -6   0   0.8335   0.00000e+00  -1.21663e-14    0.000   1.21663e-14
[ 203]  -13  -6   1   0.8314  -4.44089e-15   9.49111e-16  180.000   4.54118e-15
[ 204]  -13  -6   2   0.8254  -2.66454e-15  -6.60040e-15  180.000   7.11793e-15
[ 205]  -13  -6   3   0.8158  -4.44089e-15   1.82016e-15  180.000   4.79943e-15
[ 206]  -13  -6   4   0.8028   0.00000e+00  -1.51514e-14    0.000   1.51514e-14
[ 207]  -13  -6   5   0.7869  -3.10862e-15   5.75169e-16  180.000   3.16139e-15
[ 208]  -13  -5  -6   0.7870  -4.46852e-02  -1.50004e-15  180.000   4.46852e-02
[ 209]  -13  -5  -5   0.8065   1.77636e-15   3.46511e-16    0.000   1.80984e-15
[ 210]  -13  -5  -4   0.8236  -1.41886e-01   2.81031e-14  180.000   1.41886e-01
[ 211]  -13  -5  -3   0.8376  -5.32907e-15   1.79459e-14  180.000   1.87204e-14
[ 212]  -13  -5  -2   0.8481  -8.80173e-02   3.91310e-15  180.000   8.80173e-02
[ 213]  -13  -5  -1   0.8545  -7.10543e-15   2.15279e-15  180.000   7.42439e-15
[ 214]  -13  -5   0   0.8567  -2.15263e-01   2.98964e-14  180.000   2.15263e-01
[ 215]  -13  -5   1   0.8545  -5.32907e-15   2.02632e-14  180.000   2.09522e-14
[ 216]  -13  -5   2   0.8480  -8.79810e-02   1.32533e-15  180.000   8.79810e-02
[ 217]  -13  -5   3   0.8375  -3.55271e-15   1.18221e-15  180.000   3.74425e-15
[ 218]  -13  -5   4   0.8235  -1.41739e-01   8.97308e-15  180.000   1.41739e-01
[ 219]  -13  -5   5   0.8064  -3.99680e-15   1.38957e-14  180.000   1.44591e-14
[ 220]  -13  -5   6   0.7869  -4.46272e-02   5.72409e-15  180.000   4.46272e-02
[ 221]  -13  -4  -7   0.7803   4.44089e-15   6.30684e-15    0.000   7.71348e-15
[ 222]  -13  -4  -6   0.8029  -4.44089e-16  -8.44780e-15  180.000   8.45947e-15
[ 223]  -13  -4  -5   0.8236   5.32907e-15   3.26277e-14    0.000   3.30601e-14
[ 224]  -13  -4  -4   0.8418   3.55271e-15   6.26612e-15    0.000   7.20320e-15
[ 225]  -13  -4  -3   0.8568  -7.99361e-15   2.04463e-14  180.000   2.19534e-14
[ 226]  -13  -4  -2   0.8680  -8.88178e-16  -1.59284e-14  180.000   1.59532e-14
[ 227]  -13  -4  -1   0.8750  -3.55271e-15   2.41430e-14  180.000   2.44030e-14
[ 228]  -13  -4   0   0.8773   8.88178e-16   3.32615e-14    0.000   3.32733e-14
[ 229]  -13  -4   1   0.8749  -6.21725e-15   2.35908e-14  180.000   2.43963e-14
[ 230]  -13  -4   2   0.8680   0.00000e+00  -1.49492e-14    0.000   1.49492e-14
[ 231]  -13  -4   3   0.8567  -1.77636e-15   2.17619e-14  180.000   2.18342e-14
[ 232]  -13  -4   4   0.8417   0.00000e+00   1.06724e-15    0.000   1.06724e-15
[ 233]  -13  -4   5   0.8235  -4.44089e-15   1.50797e-14  180.000   1.57200e-14
[ 234]  -13  -4   6   0.8028  -8.88178e-16  -2.88605e-15  180.000   3.01963e-15
[ 235]  -13  -4   7   0.7802  -3.10862e-15   1.10321e-14  180.000   1.14617e-14
[ 236]  -13  -3  -7   0.7923  -1.33227e-15   3.68087e-17  180.000   1.33278e-15
[ 237]  -13  -3  -6   0.8159  -1.28965e+00   1.44532e-14  180.000   1.28965e+00
[ 238]  -13  -3  -5   0.8377   3.55271e-15   1.98728e-14    0.000   2.01879e-14
[ 239]  -13  -3  -4   0.8569  -2.05859e+00   1.50263e-14  180.000   2.05859e+00
[ 240]  -13  -3  -3   0.8727   0.00000e+00  -4.05275e-16    0.000   4.05275e-16
[ 241]  -13  -3  -2   0.8846  -2.81798e+00  -6.76022e-15  180.000   2.81798e+00
[ 242]  -13  -3  -1   0.8919  -2.66454e-15   2.59110e-14  180.000   2.60476e-14
[ 243]  -13  -3   0   0.8944  -3.03793e+00   2.45222e-14  180.000   3.03793e+00
[ 244]  -13  -3   1   0.8919  -1.77636e-15  -1.78460e-16  180.000   1.78530e-15
[ 245]  -13  -3   2   0.8845  -2.81630e+00  -6.56072e-15  180.000   2.81630e+00
[ 246]  -13  -3   3   0.8726  -1.77636e-15   2.28572e-14  180.000   2.29261e-14
[ 247]  -13  -3   4   0.8567  -2.05616e+00   2.48635e-15  180.000   2.05616e+00
[ 248]  -13  -3   5   0.8376  -5.32907e-15  -1.58727e-16  180.000   5.33143e-15
[ 249]  -13  -3   6   0.8158  -1.28736e+00   6.51099e-15  180.000   1.28736e+00
[ 250]  -13  -3   7   0.7921  -2.66454e-15   5.47589e-15  180.000   6.08976e-15
[ 251]  -13  -2  -8   0.7755   8.88178e-16  -1.00385e-14    0.000   1.00778e-14
[ 252]  -13  -2  -7   0.8012  -3.99680e-15   1.14982e-14  180.000   1.21731e-14
[ 253]  -13  -2  -6   0.8257  -8.88178e-16  -7.97555e-15  180.000   8.02485e-15
[ 254]  -13  -2  -5   0.8482  -1.77636e-15   2.26295e-15  180.000   2.87687e-15
[ 255]  -13  -2  -4   0.8681  -2.66454e-15  -2.31482e-14  180.000   2.33010e-14
[ 256]  -13  -2  -3   0.8846  -7.99361e-15  -7.82360e-16  180.000   8.03180e-15
[ 257]  -13  -2  -2   0.8970  -3.55271e-15  -1.39625e-14  180.000   1.44074e-14
[ 258]  -13  -2  -1   0.9046  -5.32907e-15   2.60382e-15  180.000   5.93118e-15
[ 259]  -13  -2   0   0.9072  -1.77636e-15  -2.90569e-14  180.000   2.91112e-14
[ 260]  -13  -2   1   0.9046  -7.99361e-15   1.94289e-16  180.000   7.99597e-15
[ 261]  -13  -2   2   0.8969  -5.32907e-15  -1.30106e-14  180.000   1.40596e-14
[ 262]  -13  -2   3   0.8845  -5.32907e-15   2.41127e-15  180.000   5.84920e-15
[ 263]  -13  -2   4   0.8680  -3.55271e-15  -3.50148e-14  180.000   3.51946e-14
[ 264]  -13  -2   5   0.8481  -7.99361e-15  -2.48933e-16  180.000   7.99748e-15
[ 265]  -13  -2   6   0.8255  -3.55271e-15  -9.64089e-15  180.000   1.02747e-14
[ 266]  -13  -2   7   0.8010  -3.55271e-15   5.42101e-17  180.000   3.55313e-15
[ 267]  -13  -2   8   0.7753  -1.33227e-15  -1.24541e-14  180.000   1.25252e-14
[ 268]  -13  -1  -8   0.7804   3.42840e-01   2.58432e-14    0.000   3.42840e-01
[ 269]  -13  -1  -7   0.8067   1.77636e-15   1.40538e-14    0.000   1.41656e-14
[ 270]  -13  -1  -6   0.8317   6.40659e-01   7.98233e-15    0.000   6.40659e-01
[ 271]  -13  -1  -5   0.8547   0.00000e+00   3.99854e-16    0.000   3.99854e-16
[ 272]  -13  -1  -4   0.8751   1.11099e+00   2.31821e-14    0.000   1.11099e+00
[ 273]  -13  -1  -3   0.8920  -1.15463e-14   2.81752e-14  180.000   3.04493e-14
[ 274]  -13  -1  -2   0.9047   1.38841e+00   7.04211e-15    0.000   1.38841e+00
